model,task,stimulus,input,reference,prediction,em_normalized,bleu,prompt
t5,active_to_passive,5,The artists admired the doctor.,The doctor was admired by the artists.,The doctor admired the artists.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The student recommended the authors.,The authors were recommended by the student.,The authors recommended the student.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The athletes believed the authors.,The authors were believed by the athletes.,The authors believed the athletes.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The scientist admired the tourist.,The tourist was admired by the scientist.,The scientist admired the tourist.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The presidents avoided the scientist.,The scientist was avoided by the presidents.,The scientist avoided the presidents.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The professor mentioned the scientist.,The scientist was mentioned by the professor.,The scientist mentioned the professor.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The doctor thanked the actors.,The actors were thanked by the doctor.,The actors thanked the doctor.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The doctor thanked the banker.,The banker was thanked by the doctor.,The banker thanked the doctor.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The senator recommended the athletes.,The athletes were recommended by the senator.,The athletes recommended the senator.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The athletes stopped the student.,The student was stopped by the athletes.,The student stopped the athletes.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The student supported the professor.,The professor was supported by the student.,The professor supported the student.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The manager advised the professors.,The professors were advised by the manager.,The manager advised the professors.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The doctor mentioned the tourist.,The tourist was mentioned by the doctor.,The tourist mentioned the doctor.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The senator contacted the judge.,The judge was contacted by the senator.,The judge contacted the senator.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The lawyer recognized the judge.,The judge was recognized by the lawyer.,The judge recognized the lawyer.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The tourists helped the manager.,The manager was helped by the tourists.,The manager helped the tourists.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The athlete stopped the president.,The president was stopped by the athlete.,The athlete stopped the president.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
t5,active_to_passive,5,The athlete mentioned the scientists.,The scientists were mentioned by the athlete.,The scientists mentioned the athlete.,0,0.11389034164225112,Write the input sentence in passive form.I've seen others do this much more efficiently and effectively.
